	Security	Holder	Weight
4825	INTC UW Equity	Holocene Advisors LP	0.0067
4826	INTC UW Equity	Renaissance Technologies LLC	0.0020
4827	INTC UW Equity	Adage Capital Management LP	0.0000
4828	INTC UW Equity	Corient Private Wealth LLC	0.0017
4829	INTC UW Equity	DE Shaw & Co LP	0.0000
4830	INTC UW Equity	Point72 Asset Management LP	0.0000
4831	INTC UW Equity	Alyeska Investment Group LP	0.0044
4832	INTC UW Equity	AQR Capital Management LLC	0.0008
4833	INTC UW Equity	Schonfeld Strategic Advisors LLC	0.0031
4834	INTC UW Equity	Stonegate Investment Group LLC	0.0113
4835	INTC UW Equity	Woodline Partners LP	0.0036
4836	INTC UW Equity	Weiss Multi-Strategy Advisers LLC	0.0057
4837	INTC UW Equity	Squarepoint Ops LLC	0.0013
4838	INTC UW Equity	Staley Capital Advisers Inc	0.0117
4839	INTC UW Equity	Capital Counsel LLC	0.0119
4840	INTC UW Equity	Cinctive Capital Management LP	0.0084
4841	INTU UW Equity	Lindsell Train Ltd	0.1117
4842	INTU UW Equity	Tiger Global Management LLC	0.0405
4843	INTU UW Equity	Viking Global Investors LP	0.0197
4844	INTU UW Equity	Farallon Capital Management LLC	0.0221
4845	INTU UW Equity	Arrowstreet Capital LP	0.0034
4846	INTU UW Equity	Coatue Management LLC	0.0126
4847	INTU UW Equity	Foxhaven Asset Management LP	0.0627
4848	INTU UW Equity	Echo Street Capital Management LLC	0.0160
4849	INTU UW Equity	Select Equity Group LP	0.0055
4850	INTU UW Equity	Squarepoint Ops LLC	0.0080
4851	INTU UW Equity	Williams Jones Wealth Management L	0.0194
4852	INTU UW Equity	Adage Capital Management LP	0.0000
4853	INTU UW Equity	Balyasny Asset Management LP	0.0032
4854	INTU UW Equity	Rivulet Capital LLC	0.0640
4855	INTU UW Equity	Palestra Capital Management LLC	0.0463
4856	INTU UW Equity	Fernbridge Capital Management LP	0.0874
4857	INTU UW Equity	Eminence Capital LP	0.0152
4858	INTU UW Equity	ShawSpring Partners LLC	0.1149
4859	INTU UW Equity	Millennium Management LLC/NY	0.0008
4860	INTU UW Equity	Citadel Advisors LLC	0.0008
4861	INVH UN Equity	Echo Street Capital Management LLC	0.0079
4862	INVH UN Equity	AEW Capital Management LP	0.0257
4863	INVH UN Equity	Millennium Management LLC/NY	0.0007
4864	INVH UN Equity	Woodson Capital Management LP	0.0528
4865	INVH UN Equity	MARSHALL WACE	0.0000
4866	INVH UN Equity	Adage Capital Management LP	0.0000
4867	INVH UN Equity	Washington Trust Advisors Inc	0.0091
4868	INVH UN Equity	Tudor Investment Corp	0.0015
4869	INVH UN Equity	TwinBeech Capital LP	0.0015
4870	INVH UN Equity	Point72 Asset Management LP	0.0000
4871	INVH UN Equity	Schonfeld Strategic Advisors LLC	0.0006
4872	INVH UN Equity	Parallax Volatility Advisers LP	0.0014
4873	INVH UN Equity	ExodusPoint Capital Management LP	0.0004
4874	INVH UN Equity	Bridgewater Associates LP	0.0002
4875	INVH UN Equity	Boothbay Fund Management LLC	0.0008
4876	INVH UN Equity	Citadel Advisors LLC	0.0000
4877	INVH UN Equity	GYL Financial Synergies LLC	0.0014
4878	INVH UN Equity	Nicola Wealth Management Ltd	0.0014
4879	INVH UN Equity	Squarepoint Ops LLC	0.0001
4880	INVH UN Equity	AQR Capital Management LLC	0.0000
4881	IP UN Equity	AQR Capital Management LLC	0.0015
4882	IP UN Equity	Citadel Advisors LLC	0.0007
4883	IP UN Equity	Twin Tree Management LP	0.0023
4884	IP UN Equity	Adage Capital Management LP	0.0000
4885	IP UN Equity	Squarepoint Ops LLC	0.0006
4886	IP UN Equity	Balyasny Asset Management LP	0.0003
4887	IP UN Equity	Gotham Asset Management LLC	0.0022
4888	IP UN Equity	Holocene Advisors LP	0.0004
4889	IP UN Equity	MARSHALL WACE	0.0000
4890	IP UN Equity	Millennium Management LLC/NY	0.0001
4891	IP UN Equity	DE Shaw & Co LP	0.0000
4892	IP UN Equity	Kovitz Investment Group Partners L	0.0004
4893	IP UN Equity	Schonfeld Strategic Advisors LLC	0.0003
4894	IP UN Equity	Grey Street Capital LLC	0.0153
4895	IP UN Equity	Corient Private Wealth LLC	0.0001
4896	IP UN Equity	Redwood Investment Management LLC	0.0020
4897	IP UN Equity	Cubist Systematic Strategies LLC	0.0002
4898	IP UN Equity	Teza Capital Management LLC	0.0014
4899	IP UN Equity	LMCG Investments LLC	0.0008
4900	IP UN Equity	Lighthouse Investment Partners LLC	0.0006
4901	IPG UN Equity	Millennium Management LLC/NY	0.0003
4902	IPG UN Equity	Adage Capital Management LP	0.0000
4903	IPG UN Equity	NewEdge Wealth LLC	0.0047
4904	IPG UN Equity	Squarepoint Ops LLC	0.0008
4905	IPG UN Equity	TwinBeech Capital LP	0.0024
4906	IPG UN Equity	LMCG Investments LLC	0.0063
4907	IPG UN Equity	Tudor Investment Corp	0.0015
4908	IPG UN Equity	Corient Private Wealth LLC	0.0002
4909	IPG UN Equity	Citadel Advisors LLC	0.0001
4910	IPG UN Equity	Woodline Partners LP	0.0006
4911	IPG UN Equity	Zweig-Dimenna Associates LLC	0.0067
4912	IPG UN Equity	Gotham Asset Management LLC	0.0010
4913	IPG UN Equity	Bridgewater Associates LP	0.0003
4914	IPG UN Equity	Lake Street Advisors Group LLC	0.0014
4915	IPG UN Equity	Redwood Investment Management LLC	0.0019
4916	IPG UN Equity	Tocqueville Asset Management LP	0.0003
4917	IPG UN Equity	Proquility Private Wealth Partners	0.0069
4918	IPG UN Equity	TWIN Capital Management Inc	0.0020
4919	IPG UN Equity	Centiva Capital LP	0.0008
4920	IPG UN Equity	AQR Capital Management LLC	0.0000
4921	IQV UN Equity	Farallon Capital Management LLC	0.0609
4922	IQV UN Equity	Cantillon Capital Management LLC	0.0291
4923	IQV UN Equity	Atalan Capital Partners LP	0.1334
4924	IQV UN Equity	Citadel Advisors LLC	0.0017
4925	IQV UN Equity	Two Sigma Investments LP	0.0000
4926	IQV UN Equity	Steadfast Capital Management LP	0.0218
4927	IQV UN Equity	Kensico Capital Management Corp	0.0222
4928	IQV UN Equity	Magnetar Financial LLC	0.0108
4929	IQV UN Equity	Frontier Capital Management Co LLC	0.0045
4930	IQV UN Equity	PFM Health Sciences LP	0.0183
4931	IQV UN Equity	Tybourne Capital Management HK Ltd	0.0484
4932	IQV UN Equity	Balyasny Asset Management LP	0.0011
4933	IQV UN Equity	Washington Trust Advisors Inc	0.0282
4934	IQV UN Equity	Adage Capital Management LP	0.0000
4935	IQV UN Equity	Arrowstreet Capital LP	0.0003
4936	IQV UN Equity	Park West Asset Management LLC	0.0211
4937	IQV UN Equity	Redmile Group LLC	0.0081
4938	IQV UN Equity	Bayberry Capital Partners LP	0.0488
4939	IQV UN Equity	GYL Financial Synergies LLC	0.0122
4940	IQV UN Equity	Corsair Capital Management LP	0.0451
4941	IR UN Equity	Balyasny Asset Management LP	0.0036
4942	IR UN Equity	Millennium Management LLC/NY	0.0012
4943	IR UN Equity	Holocene Advisors LP	0.0042
4944	IR UN Equity	Douglas Lane & Associates LLC	0.0120
4945	IR UN Equity	MARSHALL WACE	0.0000
4946	IR UN Equity	Adage Capital Management LP	0.0000
4947	IR UN Equity	PointState Capital LP	0.0174
4948	IR UN Equity	Goodnow Investment Group LLC	0.0638
4949	IR UN Equity	DE Shaw & Co LP	0.0000
4950	IR UN Equity	TwinBeech Capital LP	0.0059
4951	IR UN Equity	Scopus Asset Management LP	0.0099
4952	IR UN Equity	Point72 Asset Management LP	0.0000
4953	IR UN Equity	Symmetry Investments LP	0.0789
4954	IR UN Equity	Greenhouse Funds LLLP	0.0208
4955	IR UN Equity	Corient Private Wealth LLC	0.0004
4956	IR UN Equity	Riposte Capital LLC	0.0690
4957	IR UN Equity	Tudor Investment Corp	0.0019
4958	IR UN Equity	Pinnbrook Capital Management LP	0.0635
4959	IR UN Equity	Interval Partners LP	0.0053
4960	IR UN Equity	Citadel Advisors LLC	0.0001
4961	IRM UN Equity	Citadel Advisors LLC	0.0004
4962	IRM UN Equity	Millennium Management LLC/NY	0.0003
4963	IRM UN Equity	Corient Private Wealth LLC	0.0005
4964	IRM UN Equity	Adage Capital Management LP	0.0000
4965	IRM UN Equity	Cinctive Capital Management LP	0.0047
4966	IRM UN Equity	ExodusPoint Capital Management LP	0.0013
4967	IRM UN Equity	DE Shaw & Co LP	0.0000
4968	IRM UN Equity	Ardsley Advisory Partners LP	0.0184
4969	IRM UN Equity	AEW Capital Management LP	0.0023
4970	IRM UN Equity	Point72 Asset Management LP	0.0000
4971	IRM UN Equity	Azimuth Capital Investment Managem	0.0028
4972	IRM UN Equity	TwinBeech Capital LP	0.0008
4973	IRM UN Equity	Edgestream Partners LP	0.0034
4974	IRM UN Equity	NEIRG Wealth Management LLC	0.0063
4975	IRM UN Equity	Ergoteles LLC	0.0016
4976	IRM UN Equity	Wolverine Asset Management LLC	0.0006
4977	IRM UN Equity	Gotham Asset Management LLC	0.0005
4978	IRM UN Equity	AQR Capital Management LLC	0.0001
4979	IRM UN Equity	GlobeFlex Capital LP	0.0014
4980	IRM UN Equity	Cipher Capital LP	0.0020
4981	ISRG UW Equity	Winslow Capital Management LLC	0.0370
4982	ISRG UW Equity	Citadel Advisors LLC	0.0075
4983	ISRG UW Equity	MARSHALL WACE	0.0000
4984	ISRG UW Equity	Millennium Management LLC/NY	0.0033
4985	ISRG UW Equity	Arrowstreet Capital LP	0.0030
4986	ISRG UW Equity	Point72 Asset Management LP	0.0000
4987	ISRG UW Equity	Holocene Advisors LP	0.0071
4988	ISRG UW Equity	Alyeska Investment Group LP	0.0113
4989	ISRG UW Equity	Adage Capital Management LP	0.0000
4990	ISRG UW Equity	Bridgewater Associates LP	0.0087
4991	ISRG UW Equity	Balyasny Asset Management LP	0.0035
4992	ISRG UW Equity	PFM Health Sciences LP	0.0238
4993	ISRG UW Equity	RTW Investments LP	0.0111
4994	ISRG UW Equity	Corient Private Wealth LLC	0.0012
4995	ISRG UW Equity	MIG Capital LLC	0.0908
4996	ISRG UW Equity	Braidwell LP	0.0164
4997	ISRG UW Equity	Iron Triangle Partners LP	0.0562
4998	ISRG UW Equity	12 West Capital Management LP	0.0296
4999	ISRG UW Equity	DE Shaw & Co LP	0.0000
5000	ISRG UW Equity	Capital Fund Management SA	0.0045
5001	IT UN Equity	Winslow Capital Management LLC	0.0132
5002	IT UN Equity	Two Sigma Investments LP	0.0000
5003	IT UN Equity	Balyasny Asset Management LP	0.0038
5004	IT UN Equity	Arrowstreet Capital LP	0.0014
5005	IT UN Equity	Millennium Management LLC/NY	0.0012
5006	IT UN Equity	Citadel Advisors LLC	0.0010
5007	IT UN Equity	Junto Capital Management LP	0.0188
5008	IT UN Equity	Candlestick Capital Management LP	0.0201
5009	IT UN Equity	Renaissance Technologies LLC	0.0007
5010	IT UN Equity	Schonfeld Strategic Advisors LLC	0.0034
5011	IT UN Equity	Fernbridge Capital Management LP	0.0363
5012	IT UN Equity	AQR Capital Management LLC	0.0008
5013	IT UN Equity	Samlyn Capital LLC	0.0054
5014	IT UN Equity	Untitled Investments LP	0.1045
5015	IT UN Equity	Goodnow Investment Group LLC	0.0398
5016	IT UN Equity	Adage Capital Management LP	0.0000
5017	IT UN Equity	Squarepoint Ops LLC	0.0013
5018	IT UN Equity	DE Shaw & Co LP	0.0000
5019	IT UN Equity	Cubist Systematic Strategies LLC	0.0016
5020	IT UN Equity	Corient Private Wealth LLC	0.0003
5021	ITW UN Equity	Arrowstreet Capital LP	0.0020
5022	ITW UN Equity	Corient Private Wealth LLC	0.0016
5023	ITW UN Equity	AQR Capital Management LLC	0.0014
5024	ITW UN Equity	Millennium Management LLC/NY	0.0005
5025	ITW UN Equity	Squarepoint Ops LLC	0.0023
5026	ITW UN Equity	Williams Jones Wealth Management L	0.0028
5027	ITW UN Equity	Capital Fund Management SA	0.0029
5028	ITW UN Equity	Douglas Lane & Associates LLC	0.0028
5029	ITW UN Equity	Cohen Klingenstein LLC	0.0061
5030	ITW UN Equity	Alley Investment Management Co LLC	0.0136
5031	ITW UN Equity	Tocqueville Asset Management LP	0.0013
5032	ITW UN Equity	Tudor Investment Corp	0.0011
5033	ITW UN Equity	Gotham Asset Management LLC	0.0015
5034	ITW UN Equity	MARSHALL WACE	0.0000
5035	ITW UN Equity	Edgestream Partners LP	0.0052
5036	ITW UN Equity	Schonfeld Strategic Advisors LLC	0.0004
5037	ITW UN Equity	Citadel Advisors LLC	0.0001
5038	ITW UN Equity	IEQ Capital LLC	0.0010
5039	ITW UN Equity	Ergoteles LLC	0.0020
5040	ITW UN Equity	Keel Point LLC	0.0052
5041	IVZ UN Equity	Trian Fund Management LP	0.1452
5042	IVZ UN Equity	Citadel Advisors LLC	0.0011
5043	IVZ UN Equity	AQR Capital Management LLC	0.0005
5044	IVZ UN Equity	DE Shaw & Co LP	0.0000
5045	IVZ UN Equity	MARSHALL WACE	0.0000
5046	IVZ UN Equity	Alyeska Investment Group LP	0.0013
5047	IVZ UN Equity	Two Sigma Investments LP	0.0000
5048	IVZ UN Equity	Squarepoint Ops LLC	0.0007
5049	IVZ UN Equity	Hudson Bay Capital Management LP	0.0010
5050	IVZ UN Equity	Adage Capital Management LP	0.0000
5051	IVZ UN Equity	Continental Advisors LLC	0.0518
5052	IVZ UN Equity	Redwood Investment Management LLC	0.0042
5053	IVZ UN Equity	Holocene Advisors LP	0.0002
5054	IVZ UN Equity	Teza Capital Management LLC	0.0021
5055	IVZ UN Equity	Millennium Management LLC/NY	0.0000
5056	IVZ UN Equity	Corient Private Wealth LLC	0.0000
5057	IVZ UN Equity	Renaissance Technologies LLC	0.0000
5058	IVZ UN Equity	Weiss Multi-Strategy Advisers LLC	0.0001
5059	IVZ UN Equity	Bayesian Capital Management LP	0.0006
5060	IVZ UN Equity	Capstone Investment Advisors LLC	0.0002
5061	J UN Equity	Select Equity Group LP	0.0196
5062	J UN Equity	Third Point LLC	0.0236
5063	J UN Equity	Kovitz Investment Group Partners L	0.0219
5064	J UN Equity	Empyrean Capital Partners LP	0.0539
5065	J UN Equity	Verition Fund Management LLC	0.0073
5066	J UN Equity	DE Shaw & Co LP	0.0000
5067	J UN Equity	Corient Private Wealth LLC	0.0010
5068	J UN Equity	Two Sigma Investments LP	0.0000
5069	J UN Equity	Nekton Capital Ltd	0.0610
5070	J UN Equity	Renaissance Technologies LLC	0.0005
5071	J UN Equity	MARSHALL WACE	0.0000
5072	J UN Equity	Cubist Systematic Strategies LLC	0.0036
5073	J UN Equity	AQR Capital Management LLC	0.0007
5074	J UN Equity	Millennium Management LLC/NY	0.0003
5075	J UN Equity	Citadel Advisors LLC	0.0003
5076	J UN Equity	Williams Jones Wealth Management L	0.0035
5077	J UN Equity	Washington Trust Advisors Inc	0.0239
5078	J UN Equity	TwinBeech Capital LP	0.0033
5079	J UN Equity	Adage Capital Management LP	0.0000
5080	J UN Equity	Schonfeld Strategic Advisors LLC	0.0011
5081	JBHT UW Equity	Balyasny Asset Management LP	0.0049
5082	JBHT UW Equity	Park Presidio Capital LLC	0.1333
5083	JBHT UW Equity	Millennium Management LLC/NY	0.0006
5084	JBHT UW Equity	AQR Capital Management LLC	0.0009
5085	JBHT UW Equity	Point72 Asset Management LP	0.0000
5086	JBHT UW Equity	DE Shaw & Co LP	0.0000
5087	JBHT UW Equity	Adage Capital Management LP	0.0000
5088	JBHT UW Equity	Hudson Bay Capital Management LP	0.0009
5089	JBHT UW Equity	12th Street Asset Management Co LL	0.0100
5090	JBHT UW Equity	Tudor Investment Corp	0.0006
5091	JBHT UW Equity	Alight Capital Management LP	0.0151
5092	JBHT UW Equity	Boothbay Fund Management LLC	0.0013
5093	JBHT UW Equity	Cubist Systematic Strategies LLC	0.0004
5094	JBHT UW Equity	Citadel Advisors LLC	0.0000
5095	JBHT UW Equity	Squarepoint Ops LLC	0.0002
5096	JBHT UW Equity	Capital Fund Management SA	0.0005
5097	JBHT UW Equity	Occudo Quantitative Strategies LP	0.0025
5098	JBHT UW Equity	Peak6 Group LLC	0.0014
5099	JBHT UW Equity	Lyxor Asset Management SASU	0.0000
5100	JBHT UW Equity	Caxton Associates LP	0.0020
5101	JCI UN Equity	Two Sigma Investments LP	0.0000
5102	JCI UN Equity	Adage Capital Management LP	0.0000
5103	JCI UN Equity	Balyasny Asset Management LP	0.0097
5104	JCI UN Equity	Millennium Management LLC/NY	0.0030
5105	JCI UN Equity	Citadel Advisors LLC	0.0031
5106	JCI UN Equity	DE Shaw & Co LP	0.0000
5107	JCI UN Equity	Holocene Advisors LP	0.0066
5108	JCI UN Equity	Woodline Partners LP	0.0096
5109	JCI UN Equity	Alyeska Investment Group LP	0.0056
5110	JCI UN Equity	Scopus Asset Management LP	0.0140
5111	JCI UN Equity	Point72 Asset Management LP	0.0000
5112	JCI UN Equity	ExodusPoint Capital Management LP	0.0034
5113	JCI UN Equity	Schonfeld Strategic Advisors LLC	0.0021
5114	JCI UN Equity	TwinBeech Capital LP	0.0046
5115	JCI UN Equity	AQR Capital Management LLC	0.0005
5116	JCI UN Equity	Shellback Capital LP	0.0198
5117	JCI UN Equity	Verition Fund Management LLC	0.0025
5118	JCI UN Equity	Tudor Investment Corp	0.0021
5119	JCI UN Equity	Graham Capital Management LP	0.0050
5120	JCI UN Equity	Hudson Bay Capital Management LP	0.0012
5121	JKHY UW Equity	Millennium Management LLC/NY	0.0007
5122	JKHY UW Equity	Citadel Advisors LLC	0.0005
5123	JKHY UW Equity	AQR Capital Management LLC	0.0004
5124	JKHY UW Equity	Holocene Advisors LP	0.0003
5125	JKHY UW Equity	ArrowMark Colorado Holdings LLC	0.0007
5126	JKHY UW Equity	ExodusPoint Capital Management LP	0.0007
5127	JKHY UW Equity	Alpine Peaks Capital LP	0.0379
5128	JKHY UW Equity	DE Shaw & Co LP	0.0000
5129	JKHY UW Equity	MARSHALL WACE	0.0000
5130	JKHY UW Equity	NewEdge Wealth LLC	0.0014
5131	JKHY UW Equity	Capital Fund Management SA	0.0005
5132	JKHY UW Equity	Adage Capital Management LP	0.0000
5133	JKHY UW Equity	Mount Lucas Management LP	0.0094
5134	JKHY UW Equity	Verition Fund Management LLC	0.0004
5135	JKHY UW Equity	Squarepoint Ops LLC	0.0001
5136	JKHY UW Equity	LRT Capital Management LLC	0.0138
5137	JKHY UW Equity	Mendon Capital Advisors Corp	0.0000
5138	JKHY UW Equity	Ergoteles LLC	0.0004
5139	JKHY UW Equity	Oak Thistle LLC	0.0043
5140	JKHY UW Equity	Edgestream Partners LP	0.0008
5141	JNJ UN Equity	Bridgewater Associates LP	0.0323
5142	JNJ UN Equity	Corient Private Wealth LLC	0.0100
5143	JNJ UN Equity	Citadel Advisors LLC	0.0041
5144	JNJ UN Equity	Two Sigma Investments LP	0.0000
5145	JNJ UN Equity	Millennium Management LLC/NY	0.0030
5146	JNJ UN Equity	MARSHALL WACE	0.0000
5147	JNJ UN Equity	AQR Capital Management LLC	0.0053
5148	JNJ UN Equity	PineStone Asset Management Inc	0.0336
5149	JNJ UN Equity	Adage Capital Management LP	0.0000
5150	JNJ UN Equity	DE Shaw & Co LP	0.0000
5151	JNJ UN Equity	Williams Jones Wealth Management L	0.0233
5152	JNJ UN Equity	Woodline Partners LP	0.0169
5153	JNJ UN Equity	Stonegate Investment Group LLC	0.0339
5154	JNJ UN Equity	Douglas Lane & Associates LLC	0.0126
5155	JNJ UN Equity	Armistice Capital LLC	0.0190
5156	JNJ UN Equity	Squarepoint Ops LLC	0.0039
5157	JNJ UN Equity	Azimut Holding SpA	0.0000
5158	JNJ UN Equity	Tocqueville Asset Management LP	0.0112
5159	JNJ UN Equity	Fairview Capital Investment Manage	0.0394
5160	JNJ UN Equity	Capital Fund Management SA	0.0095
5161	JNPR UN Equity	Balyasny Asset Management LP	0.0040
5162	JNPR UN Equity	Millennium Management LLC/NY	0.0007
5163	JNPR UN Equity	Woodline Partners LP	0.0033
5164	JNPR UN Equity	Citadel Advisors LLC	0.0002
5165	JNPR UN Equity	ArrowMark Colorado Holdings LLC	0.0016
5166	JNPR UN Equity	Renaissance Technologies LLC	0.0002
5167	JNPR UN Equity	Arrowstreet Capital LP	0.0002
5168	JNPR UN Equity	AQR Capital Management LLC	0.0002
5169	JNPR UN Equity	Adage Capital Management LP	0.0000
5170	JNPR UN Equity	Capital Fund Management SA	0.0010
5171	JNPR UN Equity	Kovitz Investment Group Partners L	0.0008
5172	JNPR UN Equity	DE Shaw & Co LP	0.0000
5173	JNPR UN Equity	Ergoteles LLC	0.0017
5174	JNPR UN Equity	Bridgewater Associates LP	0.0002
5175	JNPR UN Equity	CenterBook Partners LP	0.0038
5176	JNPR UN Equity	Occudo Quantitative Strategies LP	0.0025
5177	JNPR UN Equity	Lighthouse Investment Partners LLC	0.0017
5178	JNPR UN Equity	Domini Impact Investments LLC	0.0000
5179	JNPR UN Equity	Stevens Capital Management LP	0.0022
5180	JNPR UN Equity	ExodusPoint Capital Management LP	0.0001
5181	JPM UN Equity	Citadel Advisors LLC	0.0074
5182	JPM UN Equity	Corient Private Wealth LLC	0.0100
5183	JPM UN Equity	Adage Capital Management LP	0.0000
5184	JPM UN Equity	Arrowstreet Capital LP	0.0048
5185	JPM UN Equity	MARSHALL WACE	0.0000
5186	JPM UN Equity	Kovitz Investment Group Partners L	0.0220
5187	JPM UN Equity	Douglas Lane & Associates LLC	0.0220
5188	JPM UN Equity	Junto Capital Management LP	0.0292
5189	JPM UN Equity	Consulta Ltd	0.0748
5190	JPM UN Equity	Stonegate Investment Group LLC	0.0362
5191	JPM UN Equity	Williams Jones Wealth Management L	0.0137
5192	JPM UN Equity	Azimut Holding SpA	0.0000
5193	JPM UN Equity	Millennium Management LLC/NY	0.0008
5194	JPM UN Equity	DE Shaw & Co LP	0.0000
5195	JPM UN Equity	AQR Capital Management LLC	0.0015
5196	JPM UN Equity	Staley Capital Advisers Inc	0.0380
5197	JPM UN Equity	Basswood Capital Management LLC	0.0496
5198	JPM UN Equity	Squarepoint Ops LLC	0.0037
5199	JPM UN Equity	Berkshire Asset Management LLC	0.0389
5200	JPM UN Equity	Abrams Bison Investments LLC	0.0604
5201	K UN Equity	Sessa Capital IM LP	0.0995
5202	K UN Equity	Renaissance Technologies LLC	0.0022
5203	K UN Equity	MARSHALL WACE	0.0000
5204	K UN Equity	Millennium Management LLC/NY	0.0009
5205	K UN Equity	Two Sigma Investments LP	0.0000
5206	K UN Equity	TOBAM SAS	0.0269
5207	K UN Equity	Bridgewater Associates LP	0.0022
5208	K UN Equity	AQR Capital Management LLC	0.0004
5209	K UN Equity	Schonfeld Strategic Advisors LLC	0.0018
5210	K UN Equity	Cubist Systematic Strategies LLC	0.0020
5211	K UN Equity	Citadel Advisors LLC	0.0002
5212	K UN Equity	Adage Capital Management LP	0.0000
5213	K UN Equity	Westchester Capital Management LLC	0.0029
5214	K UN Equity	Jet Capital Investors LP	0.0248
5215	K UN Equity	Weiss Multi-Strategy Advisers LLC	0.0016
5216	K UN Equity	Teza Capital Management LLC	0.0060
5217	K UN Equity	Gotham Asset Management LLC	0.0013
5218	K UN Equity	Summit Global Investments LLC	0.0024
5219	K UN Equity	Hook Mill Capital Partners LP	0.0236
5220	K UN Equity	Corient Private Wealth LLC	0.0001
5221	KDP UW Equity	Renaissance Technologies LLC	0.0035
5222	KDP UW Equity	Citadel Advisors LLC	0.0021
5223	KDP UW Equity	Arrowstreet Capital LP	0.0018
5224	KDP UW Equity	Two Sigma Investments LP	0.0000
5225	KDP UW Equity	AQR Capital Management LLC	0.0018
5226	KDP UW Equity	Squarepoint Ops LLC	0.0038
5227	KDP UW Equity	Armistice Capital LLC	0.0105
5228	KDP UW Equity	Tremblant Capital LP	0.0451
5229	KDP UW Equity	DE Shaw & Co LP	0.0000
5230	KDP UW Equity	Weiss Multi-Strategy Advisers LLC	0.0076
5231	KDP UW Equity	Eminence Capital LP	0.0061
5232	KDP UW Equity	MARSHALL WACE	0.0000
5233	KDP UW Equity	Tocqueville Asset Management LP	0.0053
5234	KDP UW Equity	Balyasny Asset Management LP	0.0008
5235	KDP UW Equity	Adage Capital Management LP	0.0000
5236	KDP UW Equity	Holocene Advisors LP	0.0008
5237	KDP UW Equity	Schonfeld Strategic Advisors LLC	0.0011
5238	KDP UW Equity	Gotham Asset Management LLC	0.0025
5239	KDP UW Equity	Tudor Investment Corp	0.0018
5240	KDP UW Equity	ExodusPoint Capital Management LP	0.0012
5241	KEY UN Equity	Adage Capital Management LP	0.0000
5242	KEY UN Equity	Arrowstreet Capital LP	0.0006
5243	KEY UN Equity	Renaissance Technologies LLC	0.0006
5244	KEY UN Equity	Millennium Management LLC/NY	0.0004
5245	KEY UN Equity	DE Shaw & Co LP	0.0000
5246	KEY UN Equity	Citadel Advisors LLC	0.0004
5247	KEY UN Equity	Cubist Systematic Strategies LLC	0.0033
5248	KEY UN Equity	Squarepoint Ops LLC	0.0016
5249	KEY UN Equity	Capital Fund Management SA	0.0045
5250	KEY UN Equity	Rhino Investment Partners Inc	0.0652
5251	KEY UN Equity	Two Sigma Investments LP	0.0000
5252	KEY UN Equity	Schonfeld Strategic Advisors LLC	0.0015
5253	KEY UN Equity	Cinctive Capital Management LP	0.0054
5254	KEY UN Equity	Tudor Investment Corp	0.0022
5255	KEY UN Equity	North Reef Capital Management LP	0.0100
5256	KEY UN Equity	Point72 Asset Management LP	0.0000
5257	KEY UN Equity	Holocene Advisors LP	0.0004
5258	KEY UN Equity	Moore Capital Management LP	0.0016
5259	KEY UN Equity	ExodusPoint Capital Management LP	0.0005
5260	KEY UN Equity	Corient Private Wealth LLC	0.0001
5261	KEYS UN Equity	Millennium Management LLC/NY	0.0026
5262	KEYS UN Equity	Arrowstreet Capital LP	0.0016
5263	KEYS UN Equity	Kovitz Investment Group Partners L	0.0141
5264	KEYS UN Equity	DE Shaw & Co LP	0.0000
5265	KEYS UN Equity	Citadel Advisors LLC	0.0007
5266	KEYS UN Equity	Renaissance Technologies LLC	0.0007
5267	KEYS UN Equity	Cubist Systematic Strategies LLC	0.0049
5268	KEYS UN Equity	Corient Private Wealth LLC	0.0009
5269	KEYS UN Equity	AQR Capital Management LLC	0.0007
5270	KEYS UN Equity	Adage Capital Management LP	0.0000
5271	KEYS UN Equity	Force Hill Capital Management LP	0.0365
5272	KEYS UN Equity	TwinBeech Capital LP	0.0027
5273	KEYS UN Equity	Sirios Capital Management LP	0.0212
5274	KEYS UN Equity	Capital Fund Management SA	0.0018
5275	KEYS UN Equity	Woodline Partners LP	0.0012
5276	KEYS UN Equity	Squarepoint Ops LLC	0.0005
5277	KEYS UN Equity	Schonfeld Strategic Advisors LLC	0.0008
5278	KEYS UN Equity	Point72 Asset Management LP	0.0000
5279	KEYS UN Equity	LMCG Investments LLC	0.0041
5280	KEYS UN Equity	ExodusPoint Capital Management LP	0.0007
5281	KHC UW Equity	Holocene Advisors LP	0.0060
5282	KHC UW Equity	AQR Capital Management LLC	0.0019
5283	KHC UW Equity	Citadel Advisors LLC	0.0009
5284	KHC UW Equity	Arrowstreet Capital LP	0.0008
5285	KHC UW Equity	Renaissance Technologies LLC	0.0009
5286	KHC UW Equity	Bridgewater Associates LP	0.0037
5287	KHC UW Equity	Squarepoint Ops LLC	0.0027
5288	KHC UW Equity	Millennium Management LLC/NY	0.0004
5289	KHC UW Equity	Armistice Capital LLC	0.0075
5290	KHC UW Equity	Adage Capital Management LP	0.0000
5291	KHC UW Equity	MARSHALL WACE	0.0000
5292	KHC UW Equity	Corient Private Wealth LLC	0.0004
5293	KHC UW Equity	TOBAM SAS	0.0000
5294	KHC UW Equity	TwinBeech Capital LP	0.0029
5295	KHC UW Equity	Eisler Capital UK Ltd	0.0120
5296	KHC UW Equity	Edge Capital Group LLC	0.0060
